timestamp_utc,state,model,variant,colour,count,stock_numbers
2026-09-02 06:09:33 UTC,QLD,Atto 1,Premium,Apricity White,3,8100526;8105697;8105698
2026-09-02 06:09:33 UTC,QLD,Atto 1,Premium,Black Grey,6,8105733;8105736;8105737;8111437;8111438;8111440
2026-09-02 06:09:33 UTC,QLD,Atto 1,Premium,Cosmos Black,4,8100302;8101182;8111431;8111432
2026-09-02 06:09:33 UTC,QLD,Atto 2,Dynamic,Black,8,8100339;8100341;8100342;8101205;8101776;8101984;8107227;8110125
2026-09-02 06:09:33 UTC,QLD,Atto 2,Dynamic,Harbour Grey,6,8104527;8104528;8104529;8108404;8108421;8108422
2026-09-02 06:09:33 UTC,QLD,Atto 2,Premium,Black,2,8104895;8106970
2026-09-02 06:09:33 UTC,QLD,Atto 2,Premium,Cosmos Black,10,8093961;8093964;8093965;8093972;8095962;8095963;8097925;8108096;8108406;8108407
2026-09-02 06:09:33 UTC,QLD,Atto 2,Premium,Harbour Grey,7,8100393;8100547;8101184;8101185;8105778;8108453;8108454
2026-09-02 06:09:33 UTC,QLD,Atto 3,Essential,Blue Grey,1,8104557
2026-09-02 06:09:33 UTC,QLD,Atto 3,Essential MY25,Harbour Grey,2,8108160;8108161
2026-09-02 06:09:33 UTC,QLD,Atto 3,Premium,Harbour Grey,1,8083883
2026-09-02 06:09:33 UTC,QLD,Dolphin,Essential,Atlantis Grey,3,8108743;8108744;8111454
2026-09-02 06:09:33 UTC,QLD,Dolphin,Essential,Grey Black,3,8100173;8100174;8100183
2026-09-02 06:09:33 UTC,QLD,Dolphin,Essential,Harbour Grey,6,8100153;8100155;8100156;8100157;8100160;8100175
2026-09-02 06:09:33 UTC,QLD,Dolphin,Premium,Atlantis Grey,6,8103384;8103686;8103687;8103688;8103695;8110149
2026-09-02 06:09:33 UTC,QLD,Dolphin,Premium,Grey Black,6,8095371;8095413;8096025;8096026;8097159;8111637
2026-09-02 06:09:33 UTC,QLD,Dolphin,Premium,Harbour Grey,3,8097166;8097168;8104819
2026-09-02 06:09:33 UTC,QLD,Seal,Performance,Thaumas Black,3,8080886;8100362;8100363
2026-09-02 06:09:33 UTC,QLD,Seal,Premium,Thaumas Black,5,8111442;8111443;8111460;8111467;8111652
2026-09-02 06:09:33 UTC,QLD,Seal 6 Touring,Premium,Black,1,8100318
2026-09-02 06:09:33 UTC,QLD,Seal 6 Touring,Premium,Cosmos Black,5,8100316;8100334;8100335;8105743;8105747
2026-09-02 06:09:33 UTC,QLD,Sealion 5,Essential,Atlantis Grey,1,8111457
2026-09-02 06:09:33 UTC,QLD,Sealion 5,Essential,Aurora White,3,8096760;8100099;8106917
2026-09-02 06:09:33 UTC,QLD,Sealion 5,Essential,Black,3,8088445;8105841;8111456
2026-09-02 06:09:33 UTC,QLD,Sealion 5,Essential,Cosmos Black,3,8100143;8105666;8106920
2026-09-02 06:09:33 UTC,QLD,Sealion 5,Essential,Harbour Grey,4,8104814;8104967;8105839;8105840
2026-09-02 06:09:33 UTC,QLD,Sealion 5,Premium,Harbour Grey,3,8111433;8111434;8111435
2026-09-02 06:09:33 UTC,QLD,Sealion 6,Dynamic Extended,Arctic White,5,8090558;8100543;8106933;8110126;8110127
2026-09-02 06:09:33 UTC,QLD,Sealion 6,Essential,Black Brown,15,8048266;8048267;8099862;8101983;8104734;8104735;8104736;8104737;8104739;8104763;8104764;8104769;8105658;8105750;8105756
2026-09-02 06:09:33 UTC,QLD,Sealion 6,Premium Extended,Arctic White,8,8078764;8078783;8078904;8080863;8108546;8108547;8108549;8110086
2026-09-02 06:09:33 UTC,QLD,Sealion 6,Premium Extended,Cosmos Black,3,8104840;8105827;8105829
2026-09-02 06:09:33 UTC,QLD,Sealion 6,Premium Extended,Harbour Grey,4,8108533;8108536;8108537;8108538
2026-09-02 06:09:33 UTC,QLD,Sealion 6,Premium Extended,Stone Grey,3,8108431;8108433;8108435
2026-09-02 06:09:33 UTC,QLD,Sealion 7,Performance,Cosmos Black,6,8104781;8105764;8105766;8105768;8110152;8111647
2026-09-02 06:09:33 UTC,QLD,Sealion 7,Performance,Thaumas Black,9,8107240;8107249;8107250;8107252;8107253;8110587;8110589;8110590;8110604
2026-09-02 06:09:33 UTC,QLD,Sealion 7,Premium,Cosmos Black,7,8110572;8110574;8110575;8111644;8111646;8112533;8112534
2026-09-02 06:09:33 UTC,QLD,Sealion 7,Premium,Thaumas Black,20,8105887;8105929;8108589;8108592;8108594;8108732;8108735;8108737;8110132;8110136;8110139;8110140;8110559;8110560;8110561;8111632;8111633;8111640;8111641;8111642
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic AWD,Aurora White,4,8078743;8110147;8111449;8111450
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic AWD,Black,5,8070729;8070730;8075677;8105664;8106916
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic AWD,Cosmos Black,4,8072199;8077640;8100111;8100128
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic AWD,Dark Aquamarine,4,8088417;8105672;8105673;8105693
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic FWD,Aurora White,12,8055403;8055405;8055416;8059245;8060436;8063209;8091952;8099871;8102000;8102001;8102003;8102008
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic FWD,Black,5,8070694;8075422;8078063;8078064;8103016
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic FWD,Cosmos Black,10,8071904;8077377;8077378;8104786;8104787;8104788;8104790;8105786;8106918;8111631
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Dynamic FWD,Dark Aquamarine,9,8055439;8055441;8055445;8068712;8070695;8096762;8103003;8105674;8107836
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Premium AWD,Aurora White,6,8075679;8078739;8105681;8105682;8105683;8105723
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Premium AWD,Black,4,8111444;8111446;8111447;8111645
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Premium AWD,Cosmos Black,1,8104755
2026-09-02 06:09:33 UTC,QLD,Sealion 8,Premium AWD,Dark Aquamarine,5,8104745;8105709;8105711;8105713;8106546
2026-09-02 06:09:33 UTC,QLD,Shark 6,Dynamic Cab Chassis,Deep Sea Blue,1,8091903
2026-09-02 06:09:33 UTC,QLD,Shark 6,Dynamic Cab Chassis,Thaumas Black,15,8074990;8077308;8077309;8077314;8077315;8077643;8077644;8077645;8078709;8084061;8087627;8091901;8091902;8093068;8094944
2026-09-02 06:09:33 UTC,QLD,Shark 6,Performance,Deep Sea Blue,4,8104803;8105873;8105875;8105900
2026-09-02 06:09:33 UTC,QLD,Shark 6,Premium,Deep Sea Blue,3,8084608;8110613;8110616
2026-09-02 06:09:33 UTC,SA,Atto 1,Essential,Apricity White,3,8101645;8103296;8110472
2026-09-02 06:09:33 UTC,SA,Atto 1,Essential,Black Grey,2,8110456;8110457
2026-09-02 06:09:33 UTC,SA,Atto 1,Essential,Cosmos Black,2,8110470;8110471
2026-09-02 06:09:33 UTC,SA,Atto 1,Premium,Apricity White,5,8091421;8107667;8107669;8107671;8107672
2026-09-02 06:09:33 UTC,SA,Atto 1,Premium,Black Grey,3,8107557;8107558;8107559
2026-09-02 06:09:33 UTC,SA,Atto 1,Premium,Cosmos Black,5,8103297;8103599;8107555;8107675;8107677
2026-09-02 06:09:33 UTC,SA,Atto 2,Dynamic,Black,3,8107656;8107657;8107658
2026-09-02 06:09:33 UTC,SA,Atto 2,Premium,Black,9,8106518;8106519;8106520;8107479;8107480;8107481;8110503;8110505;8110506
2026-09-02 06:09:33 UTC,SA,Atto 2,Premium,Cosmos Black,7,8103295;8104046;8104048;8104052;8104053;8104054;8107485
2026-09-02 06:09:33 UTC,SA,Atto 2,Premium,Harbour Grey,4,8107525;8107538;8107539;8107544
2026-09-02 06:09:33 UTC,SA,Atto 3,Essential,Blue Grey,1,8101609
2026-09-02 06:09:33 UTC,SA,Dolphin,Essential,Atlantis Grey,4,8107519;8107520;8107524;8110522
2026-09-02 06:09:33 UTC,SA,Dolphin,Essential,Grey Black,2,8110524;8110525
2026-09-02 06:09:33 UTC,SA,Dolphin,Essential,Harbour Grey,3,8107517;8107518;8110519
2026-09-02 06:09:33 UTC,SA,Seal,Performance,Cosmos Black,3,8103619;8103622;8111529
2026-09-02 06:09:33 UTC,SA,Seal,Performance,Thaumas Black,9,8084873;8084894;8084895;8103621;8110103;8111523;8111524;8111525;8111526
2026-09-02 06:09:33 UTC,SA,Seal,Premium,Cosmos Black,3,8107476;8110526;8110527
2026-09-02 06:09:33 UTC,SA,Seal,Premium,Thaumas Black,4,8109524;8110528;8110532;8110533
2026-09-02 06:09:33 UTC,SA,Seal 6,Essential,Arctic White,5,8101955;8102563;8111495;8111496;8111498
2026-09-02 06:09:33 UTC,SA,Seal 6 Touring,Premium,Arctic White,6,8103950;8103952;8103953;8107449;8107450;8110450
2026-09-02 06:09:33 UTC,SA,Seal 6 Touring,Premium,Black,5,8094901;8104030;8104031;8104032;8107478
2026-09-02 06:09:33 UTC,SA,Seal 6 Touring,Premium,Sage Green,4,8094066;8094913;8095940;8095941
2026-09-02 06:09:33 UTC,SA,Sealion 5,Essential,Aurora White,2,8111489;8111490
2026-09-02 06:09:33 UTC,SA,Sealion 5,Essential,Black,4,8096731;8096732;8096733;8111488
2026-09-02 06:09:33 UTC,SA,Sealion 5,Essential,Cosmos Black,3,8096725;8096726;8096728
2026-09-02 06:09:33 UTC,SA,Sealion 5,Essential,Harbour Grey,3,8111484;8111485;8111486
2026-09-02 06:09:33 UTC,SA,Sealion 5,Premium,Aurora White,1,8101959
2026-09-02 06:09:33 UTC,SA,Sealion 5,Premium,Black,3,8103977;8104004;8104006
2026-09-02 06:09:33 UTC,SA,Sealion 5,Premium,Cosmos Black,1,8109800
2026-09-02 06:09:33 UTC,SA,Sealion 5,Premium,Harbour Grey,5,8103996;8103997;8103998;8103999;8111493
2026-09-02 06:09:33 UTC,SA,Sealion 6,Dynamic Extended,Arctic White,6,8095930;8103989;8103992;8103993;8104000;8106483
2026-09-02 06:09:33 UTC,SA,Sealion 6,Essential,Black Brown,13,8091242;8095929;8103956;8103957;8103958;8103959;8103972;8103973;8106463;8106464;8106480;8106481;8106482
2026-09-02 06:09:33 UTC,SA,Sealion 6,Premium Extended,Arctic White,4,8103968;8103969;8103970;8106476
2026-09-02 06:09:33 UTC,SA,Sealion 6,Premium Extended,Cosmos Black,5,8103994;8106487;8106538;8107442;8107443
2026-09-02 06:09:33 UTC,SA,Sealion 6,Premium Extended,Harbour Grey,4,8103965;8106472;8106473;8106475
2026-09-02 06:09:33 UTC,SA,Sealion 6,Premium Extended,Stone Grey,6,8095933;8101604;8103962;8103963;8103964;8106468
2026-09-02 06:09:33 UTC,SA,Sealion 7,Performance,Thaumas Black,4,8094911;8096734;8106459;8106460
2026-09-02 06:09:33 UTC,SA,Sealion 8,Dynamic AWD,Aurora White,3,8111475;8111476;8111481
2026-09-02 06:09:33 UTC,SA,Sealion 8,Dynamic AWD,Black,3,8111504;8111505;8111506
2026-09-02 06:09:33 UTC,SA,Sealion 8,Dynamic AWD,Cosmos Black,4,8111471;8111472;8111473;8111494
2026-09-02 06:09:33 UTC,SA,Sealion 8,Dynamic AWD,Dark Aquamarine,3,8111501;8111502;8111503
2026-09-02 06:09:33 UTC,SA,Sealion 8,Dynamic FWD,Aurora White,2,8111916;8111922
2026-09-02 06:09:33 UTC,SA,Shark 6,Dynamic Cab Chassis,Thaumas Black,3,8074921;8110448;8110449
2026-09-02 06:09:33 UTC,SA,Shark 6,Performance,Deep Sea Blue,3,8110490;8111514;8111515
2026-09-02 06:09:33 UTC,SA,Shark 6,Performance,Thaumas Black,5,8110480;8111511;8111512;8111517;8111518
2026-09-02 06:09:33 UTC,SA,Shark 6,Premium,Deep Sea Blue,3,8087672;8088659;8088660
2026-09-02 06:09:33 UTC,SA,Shark 6,Premium,Thaumas Black,4,8101644;8110460;8110461;8110462
2026-09-02 06:09:33 UTC,TAS,Atto 1,Essential,Apricity White,1,8095137
2026-09-02 06:09:33 UTC,TAS,Atto 1,Premium,Apricity White,5,8078417;8079440;8081023;8081025;8085679
2026-09-02 06:09:33 UTC,TAS,Atto 1,Premium,Black Grey,7,8076761;8078348;8078351;8078353;8084774;8106010;8107004
2026-09-02 06:09:33 UTC,TAS,Atto 1,Premium,Cosmos Black,4,8076412;8076749;8078325;8079595
2026-09-02 06:09:33 UTC,TAS,Atto 2,Dynamic,Black,4,8088003;8096071;8096073;8096075
2026-09-02 06:09:33 UTC,TAS,Atto 2,Dynamic,Cosmos Black,1,8071277
2026-09-02 06:09:33 UTC,TAS,Atto 2,Dynamic,Harbour Grey,3,8081171;8094846;8105532
2026-09-02 06:09:33 UTC,TAS,Atto 2,Premium,Black,7,8084948;8085039;8085093;8085146;8085151;8085818;8108897
2026-09-02 06:09:33 UTC,TAS,Atto 2,Premium,Cosmos Black,6,8088045;8088055;8090034;8091522;8091544;8091549
2026-09-02 06:09:33 UTC,TAS,Atto 2,Premium,Harbour Grey,5,8085180;8085744;8086614;8086617;8105059
2026-09-02 06:09:33 UTC,TAS,Dolphin,Essential,Harbour Grey,1,8070192
2026-09-02 06:09:33 UTC,TAS,Seal,Performance,Thaumas Black,2,8075923;8098395
2026-09-02 06:09:33 UTC,TAS,Seal,Premium,Thaumas Black,7,8074780;8091869;8091871;8103046;8107021;8107052;8107058
2026-09-02 06:09:33 UTC,TAS,Seal 6 Touring,Premium,Arctic White,1,8088756
2026-09-02 06:09:33 UTC,TAS,Seal 6 Touring,Premium,Cosmos Black,1,8088811
2026-09-02 06:09:33 UTC,TAS,Sealion 5,Essential,Aurora White,1,8080152
2026-09-02 06:09:33 UTC,TAS,Sealion 5,Essential,Black,1,8080181
2026-09-02 06:09:33 UTC,TAS,Sealion 5,Premium,Aurora White,2,8062206;8077735
2026-09-02 06:09:33 UTC,TAS,Sealion 6,Dynamic Extended,Cosmos Black,1,8079596
2026-09-02 06:09:33 UTC,TAS,Sealion 6,Dynamic Extended,Harbour Grey,1,8085713
2026-09-02 06:09:33 UTC,TAS,Sealion 6,Dynamic Extended,Stone Grey,3,8085681;8086577;8088110
2026-09-02 06:09:33 UTC,TAS,Sealion 6,Essential,Black Brown,2,8096067;8098347
2026-09-02 06:09:33 UTC,TAS,Sealion 6,Premium Extended,Arctic White,4,8089468;8098396;8101102;8101866
2026-09-02 06:09:33 UTC,TAS,Sealion 6,Premium Extended,Harbour Grey,1,8078204
2026-09-02 06:09:33 UTC,TAS,Sealion 6,Premium Extended,Stone Grey,3,8077764;8077765;8077830
2026-09-02 06:09:33 UTC,TAS,Sealion 7,Performance,Cosmos Black,1,8103091
2026-09-02 06:09:33 UTC,TAS,Sealion 7,Performance,Thaumas Black,3,8081059;8086154;8087979
2026-09-02 06:09:33 UTC,TAS,Sealion 7,Premium,Cosmos Black,1,8106062
2026-09-02 06:09:33 UTC,TAS,Sealion 7,Premium,Thaumas Black,9,8085380;8085640;8085937;8087896;8087919;8094327;8095902;8102044;8103102
2026-09-02 06:09:33 UTC,TAS,Sealion 8,Dynamic AWD,Aurora White,3,8057568;8057789;8079736
2026-09-02 06:09:33 UTC,TAS,Sealion 8,Dynamic AWD,Black,2,8079340;8079769
2026-09-02 06:09:33 UTC,TAS,Sealion 8,Dynamic AWD,Dark Aquamarine,1,8072257
2026-09-02 06:09:33 UTC,TAS,Sealion 8,Dynamic FWD,Aurora White,6,8054396;8069370;8070244;8074755;8075996;8077714
2026-09-02 06:09:33 UTC,TAS,Sealion 8,Dynamic FWD,Black,3,8072250;8077701;8080029
